,name,storage_tray,storage_slot,worklist,spincoat0_steps,spincoat0_duration,spincoat0_drop0_solutes,spincoat0_drop0_solvent,spincoat0_drop0_molarity,spincoat0_drop0_time,spincoat0_drop0_height,spincoat0_drop0_rate,spincoat0_drop1_solutes,spincoat0_drop1_solvent,spincoat0_drop1_molarity,spincoat0_drop1_time,spincoat0_drop1_height,spincoat0_drop1_rate,anneal0_temperature,anneal0_duration,anneal0_hotplate,rest0_type,rest0_duration
10,sample10,Tray1,C1,"[{'sample': 'sample10', 'start': nan, 'task': 'spincoat', 'id': 'spincoat-07cb7683-5105-428a-9d7a-87a52b32c768', 'precedent': None, 'details': {'steps': [{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}], 'start_times': [5, 15.0], 'duration': 102, 'drops': [{'solution': {'solutes': 'MA_Sn0.5940_Pb0.3960_Bi0.0100_I3', 'molarity': 1.2, 'solvent': 'DMF4_DMSO1', 'well': {'labware': None, 'well': None}}, 'volume': 20, 'time': -5, 'rate': 100, 'height': 2, 'slow_retract': True, 'touch_tip': True, 'air_gap': True, 'pre_mix': (3, 50), 'reuse_tip': False, 'slow_travel': False, 'blow_out': False}, {'solution': {'solutes': '', 'molarity': 1, 'solvent': 'Chlorobenzene', 'well': {'labware': None, 'well': None}}, 'volume': 50, 'time': 35, 'rate': 150, 'height': 2, 'slow_retract': True, 'touch_tip': False, 'air_gap': True, 'pre_mix': (3, 100), 'reuse_tip': True, 'slow_travel': True, 'blow_out': False}]}}, {'sample': 'sample10', 'start': nan, 'task': 'anneal', 'id': 'anneal-61ed192b-be74-4801-a5dd-f409ce93e73e', 'precedent': None, 'details': {'temperature': 125, 'duration': 1800, 'hotplate': None}}, {'sample': 'sample10', 'start': nan, 'task': 'rest', 'id': 'rest-d980e121-8f2d-493c-a936-b1ea290bea2e', 'precedent': None, 'details': {'type': 'rest', 'duration': 60}}, {'sample': 'sample10', 'start': nan, 'task': 'characterize', 'id': 'characterize-3e5aa7ab-bbce-4d41-b80c-23e8c7680c9d', 'precedent': None}]","[{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}]",102,MA_Sn0.5940_Pb0.3960_Bi0.0100_I3,DMF4_DMSO1,1.2,-5,2,100,,Chlorobenzene,1,35,2,150,125,1800,,rest,60
11,sample11,Tray1,C2,"[{'sample': 'sample11', 'start': nan, 'task': 'spincoat', 'id': 'spincoat-ef3a2f9a-adca-4333-adaf-ebe43020d901', 'precedent': None, 'details': {'steps': [{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}], 'start_times': [5, 15.0], 'duration': 102, 'drops': [{'solution': {'solutes': 'MA_Sn0.5880_Pb0.3920_Bi0.0100_Ag0.0100_I3', 'molarity': 1.2, 'solvent': 'DMF4_DMSO1', 'well': {'labware': None, 'well': None}}, 'volume': 20, 'time': -5, 'rate': 100, 'height': 2, 'slow_retract': True, 'touch_tip': True, 'air_gap': True, 'pre_mix': (3, 50), 'reuse_tip': False, 'slow_travel': False, 'blow_out': False}, {'solution': {'solutes': '', 'molarity': 1, 'solvent': 'Chlorobenzene', 'well': {'labware': None, 'well': None}}, 'volume': 50, 'time': 35, 'rate': 150, 'height': 2, 'slow_retract': True, 'touch_tip': False, 'air_gap': True, 'pre_mix': (3, 100), 'reuse_tip': True, 'slow_travel': True, 'blow_out': False}]}}, {'sample': 'sample11', 'start': nan, 'task': 'anneal', 'id': 'anneal-ea1746eb-caf5-4e6a-abba-58161cdcd694', 'precedent': None, 'details': {'temperature': 125, 'duration': 1800, 'hotplate': None}}, {'sample': 'sample11', 'start': nan, 'task': 'rest', 'id': 'rest-81b5641d-bbd9-424e-93a7-d455905ecb70', 'precedent': None, 'details': {'type': 'rest', 'duration': 60}}, {'sample': 'sample11', 'start': nan, 'task': 'characterize', 'id': 'characterize-e0578974-411f-459a-9f44-e92a1180fbb1', 'precedent': None}]","[{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}]",102,MA_Sn0.5880_Pb0.3920_Bi0.0100_Ag0.0100_I3,DMF4_DMSO1,1.2,-5,2,100,,Chlorobenzene,1,35,2,150,125,1800,,rest,60
12,sample12,Tray1,C3,"[{'sample': 'sample12', 'start': nan, 'task': 'spincoat', 'id': 'spincoat-892bbceb-f08c-4aa1-ab57-f1e2bcb2262e', 'precedent': None, 'details': {'steps': [{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}], 'start_times': [5, 15.0], 'duration': 102, 'drops': [{'solution': {'solutes': 'MA_Sn0.5700_Pb0.3800_Bi0.0500_I3', 'molarity': 1.2, 'solvent': 'DMF4_DMSO1', 'well': {'labware': None, 'well': None}}, 'volume': 20, 'time': -5, 'rate': 100, 'height': 2, 'slow_retract': True, 'touch_tip': True, 'air_gap': True, 'pre_mix': (3, 50), 'reuse_tip': False, 'slow_travel': False, 'blow_out': False}, {'solution': {'solutes': '', 'molarity': 1, 'solvent': 'Chlorobenzene', 'well': {'labware': None, 'well': None}}, 'volume': 50, 'time': 35, 'rate': 150, 'height': 2, 'slow_retract': True, 'touch_tip': False, 'air_gap': True, 'pre_mix': (3, 100), 'reuse_tip': True, 'slow_travel': True, 'blow_out': False}]}}, {'sample': 'sample12', 'start': nan, 'task': 'anneal', 'id': 'anneal-11584304-0eed-479e-b63c-f6f8267169ad', 'precedent': None, 'details': {'temperature': 125, 'duration': 1800, 'hotplate': None}}, {'sample': 'sample12', 'start': nan, 'task': 'rest', 'id': 'rest-31f2fde8-c14e-4206-a540-8662dd849e62', 'precedent': None, 'details': {'type': 'rest', 'duration': 60}}, {'sample': 'sample12', 'start': nan, 'task': 'characterize', 'id': 'characterize-36474447-f28e-45de-a6b9-4b4f43e6b8b2', 'precedent': None}]","[{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}]",102,MA_Sn0.5700_Pb0.3800_Bi0.0500_I3,DMF4_DMSO1,1.2,-5,2,100,,Chlorobenzene,1,35,2,150,125,1800,,rest,60
13,sample13,Tray1,C4,"[{'sample': 'sample13', 'start': nan, 'task': 'spincoat', 'id': 'spincoat-c049c7f6-9d2f-4f29-a0c9-dde8412d1752', 'precedent': None, 'details': {'steps': [{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}], 'start_times': [5, 15.0], 'duration': 102, 'drops': [{'solution': {'solutes': 'MA_Sn0.5400_Pb0.3600_Bi0.0500_Ag0.0500_I3', 'molarity': 1.2, 'solvent': 'DMF4_DMSO1', 'well': {'labware': None, 'well': None}}, 'volume': 20, 'time': -5, 'rate': 100, 'height': 2, 'slow_retract': True, 'touch_tip': True, 'air_gap': True, 'pre_mix': (3, 50), 'reuse_tip': False, 'slow_travel': False, 'blow_out': False}, {'solution': {'solutes': '', 'molarity': 1, 'solvent': 'Chlorobenzene', 'well': {'labware': None, 'well': None}}, 'volume': 50, 'time': 35, 'rate': 150, 'height': 2, 'slow_retract': True, 'touch_tip': False, 'air_gap': True, 'pre_mix': (3, 100), 'reuse_tip': True, 'slow_travel': True, 'blow_out': False}]}}, {'sample': 'sample13', 'start': nan, 'task': 'anneal', 'id': 'anneal-f36fbfd6-0794-49e0-9450-4caddbf3d77c', 'precedent': None, 'details': {'temperature': 125, 'duration': 1800, 'hotplate': None}}, {'sample': 'sample13', 'start': nan, 'task': 'rest', 'id': 'rest-5d9cc022-cd1d-4069-87a3-4f047d420023', 'precedent': None, 'details': {'type': 'rest', 'duration': 60}}, {'sample': 'sample13', 'start': nan, 'task': 'characterize', 'id': 'characterize-737ab855-ee73-48de-a9cf-74baed8d06fe', 'precedent': None}]","[{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}]",102,MA_Sn0.5400_Pb0.3600_Bi0.0500_Ag0.0500_I3,DMF4_DMSO1,1.2,-5,2,100,,Chlorobenzene,1,35,2,150,125,1800,,rest,60
14,sample14,Tray1,C5,"[{'sample': 'sample14', 'start': nan, 'task': 'spincoat', 'id': 'spincoat-c3cf6c03-69b1-48d0-8b18-92ba85728370', 'precedent': None, 'details': {'steps': [{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}], 'start_times': [5, 15.0], 'duration': 102, 'drops': [{'solution': {'solutes': 'MA_Sn0.5400_Pb0.3600_Bi0.1000_I3', 'molarity': 1.2, 'solvent': 'DMF4_DMSO1', 'well': {'labware': None, 'well': None}}, 'volume': 20, 'time': -5, 'rate': 100, 'height': 2, 'slow_retract': True, 'touch_tip': True, 'air_gap': True, 'pre_mix': (3, 50), 'reuse_tip': False, 'slow_travel': False, 'blow_out': False}, {'solution': {'solutes': '', 'molarity': 1, 'solvent': 'Chlorobenzene', 'well': {'labware': None, 'well': None}}, 'volume': 50, 'time': 35, 'rate': 150, 'height': 2, 'slow_retract': True, 'touch_tip': False, 'air_gap': True, 'pre_mix': (3, 100), 'reuse_tip': True, 'slow_travel': True, 'blow_out': False}]}}, {'sample': 'sample14', 'start': nan, 'task': 'anneal', 'id': 'anneal-1a30ec72-0e48-46fd-a839-af040a328122', 'precedent': None, 'details': {'temperature': 125, 'duration': 1800, 'hotplate': None}}, {'sample': 'sample14', 'start': nan, 'task': 'rest', 'id': 'rest-47bca07a-5011-4b8a-a879-67cf216414f4', 'precedent': None, 'details': {'type': 'rest', 'duration': 60}}, {'sample': 'sample14', 'start': nan, 'task': 'characterize', 'id': 'characterize-11b5f25d-5114-41c6-a4ef-11f921f7d042', 'precedent': None}]","[{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}]",102,MA_Sn0.5400_Pb0.3600_Bi0.1000_I3,DMF4_DMSO1,1.2,-5,2,100,,Chlorobenzene,1,35,2,150,125,1800,,rest,60
15,sample15,Tray1,D1,"[{'sample': 'sample15', 'start': nan, 'task': 'spincoat', 'id': 'spincoat-548671e7-65b5-4d43-8430-842c3f534edd', 'precedent': None, 'details': {'steps': [{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}], 'start_times': [5, 15.0], 'duration': 102, 'drops': [{'solution': {'solutes': 'MA_Sn0.4800_Pb0.3200_Bi0.1000_Ag0.1000_I3', 'molarity': 1.2, 'solvent': 'DMF4_DMSO1', 'well': {'labware': None, 'well': None}}, 'volume': 20, 'time': -5, 'rate': 100, 'height': 2, 'slow_retract': True, 'touch_tip': True, 'air_gap': True, 'pre_mix': (3, 50), 'reuse_tip': False, 'slow_travel': False, 'blow_out': False}, {'solution': {'solutes': '', 'molarity': 1, 'solvent': 'Chlorobenzene', 'well': {'labware': None, 'well': None}}, 'volume': 50, 'time': 35, 'rate': 150, 'height': 2, 'slow_retract': True, 'touch_tip': False, 'air_gap': True, 'pre_mix': (3, 100), 'reuse_tip': True, 'slow_travel': True, 'blow_out': False}]}}, {'sample': 'sample15', 'start': nan, 'task': 'anneal', 'id': 'anneal-f5d6a6fd-3e4b-4e47-bfbb-065d60f36347', 'precedent': None, 'details': {'temperature': 125, 'duration': 1800, 'hotplate': None}}, {'sample': 'sample15', 'start': nan, 'task': 'rest', 'id': 'rest-e305e8ac-d982-43d8-b610-0ed9eca1e86c', 'precedent': None, 'details': {'type': 'rest', 'duration': 60}}, {'sample': 'sample15', 'start': nan, 'task': 'characterize', 'id': 'characterize-a3b83961-d288-4b7c-9447-030e81a1cdf8', 'precedent': None}]","[{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}]",102,MA_Sn0.4800_Pb0.3200_Bi0.1000_Ag0.1000_I3,DMF4_DMSO1,1.2,-5,2,100,,Chlorobenzene,1,35,2,150,125,1800,,rest,60
16,sample16,Tray1,D2,"[{'sample': 'sample16', 'start': nan, 'task': 'spincoat', 'id': 'spincoat-da2b8fe3-54bc-47fc-8911-aa71df8b25d6', 'precedent': None, 'details': {'steps': [{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}], 'start_times': [5, 15.0], 'duration': 102, 'drops': [{'solution': {'solutes': 'MA_Sn0.6000_Pb0.4000_Bi0.0000_I3', 'molarity': 1.2, 'solvent': 'DMF4_DMSO1', 'well': {'labware': None, 'well': None}}, 'volume': 20, 'time': -5, 'rate': 100, 'height': 2, 'slow_retract': True, 'touch_tip': True, 'air_gap': True, 'pre_mix': (3, 50), 'reuse_tip': False, 'slow_travel': False, 'blow_out': False}, {'solution': {'solutes': '', 'molarity': 1, 'solvent': 'Chlorobenzene', 'well': {'labware': None, 'well': None}}, 'volume': 50, 'time': 35, 'rate': 150, 'height': 2, 'slow_retract': True, 'touch_tip': False, 'air_gap': True, 'pre_mix': (3, 100), 'reuse_tip': True, 'slow_travel': True, 'blow_out': False}]}}, {'sample': 'sample16', 'start': nan, 'task': 'anneal', 'id': 'anneal-cce7857e-d805-48c6-9540-a2549e294628', 'precedent': None, 'details': {'temperature': 150, 'duration': 1800, 'hotplate': None}}, {'sample': 'sample16', 'start': nan, 'task': 'rest', 'id': 'rest-ac3aaced-3f00-4c4e-a051-948014f0ef09', 'precedent': None, 'details': {'type': 'rest', 'duration': 60}}, {'sample': 'sample16', 'start': nan, 'task': 'characterize', 'id': 'characterize-05687f68-9f3c-4d3b-9793-23e7f34832f1', 'precedent': None}]","[{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}]",102,MA_Sn0.6000_Pb0.4000_Bi0.0000_I3,DMF4_DMSO1,1.2,-5,2,100,,Chlorobenzene,1,35,2,150,150,1800,,rest,60
17,sample17,Tray1,D3,"[{'sample': 'sample17', 'start': nan, 'task': 'spincoat', 'id': 'spincoat-d89060c1-37ca-49f8-b1f4-320958174a71', 'precedent': None, 'details': {'steps': [{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}], 'start_times': [5, 15.0], 'duration': 102, 'drops': [{'solution': {'solutes': 'MA_Sn0.6000_Pb0.4000_Bi0.0000_Ag0.0000_I3', 'molarity': 1.2, 'solvent': 'DMF4_DMSO1', 'well': {'labware': None, 'well': None}}, 'volume': 20, 'time': -5, 'rate': 100, 'height': 2, 'slow_retract': True, 'touch_tip': True, 'air_gap': True, 'pre_mix': (3, 50), 'reuse_tip': False, 'slow_travel': False, 'blow_out': False}, {'solution': {'solutes': '', 'molarity': 1, 'solvent': 'Chlorobenzene', 'well': {'labware': None, 'well': None}}, 'volume': 50, 'time': 35, 'rate': 150, 'height': 2, 'slow_retract': True, 'touch_tip': False, 'air_gap': True, 'pre_mix': (3, 100), 'reuse_tip': True, 'slow_travel': True, 'blow_out': False}]}}, {'sample': 'sample17', 'start': nan, 'task': 'anneal', 'id': 'anneal-2fec7593-4c70-40f9-b225-c90824830c9c', 'precedent': None, 'details': {'temperature': 150, 'duration': 1800, 'hotplate': None}}, {'sample': 'sample17', 'start': nan, 'task': 'rest', 'id': 'rest-61db0483-9b24-49fb-9274-d1c829809065', 'precedent': None, 'details': {'type': 'rest', 'duration': 60}}, {'sample': 'sample17', 'start': nan, 'task': 'characterize', 'id': 'characterize-31799c1e-dcf2-45f2-8b00-f7f7ded20a22', 'precedent': None}]","[{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}]",102,MA_Sn0.6000_Pb0.4000_Bi0.0000_Ag0.0000_I3,DMF4_DMSO1,1.2,-5,2,100,,Chlorobenzene,1,35,2,150,150,1800,,rest,60
18,sample18,Tray1,D4,"[{'sample': 'sample18', 'start': nan, 'task': 'spincoat', 'id': 'spincoat-5670e1b8-0c94-45d0-818e-2712aa9ea5aa', 'precedent': None, 'details': {'steps': [{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}], 'start_times': [5, 15.0], 'duration': 102, 'drops': [{'solution': {'solutes': 'MA_Sn0.5940_Pb0.3960_Bi0.0100_I3', 'molarity': 1.2, 'solvent': 'DMF4_DMSO1', 'well': {'labware': None, 'well': None}}, 'volume': 20, 'time': -5, 'rate': 100, 'height': 2, 'slow_retract': True, 'touch_tip': True, 'air_gap': True, 'pre_mix': (3, 50), 'reuse_tip': False, 'slow_travel': False, 'blow_out': False}, {'solution': {'solutes': '', 'molarity': 1, 'solvent': 'Chlorobenzene', 'well': {'labware': None, 'well': None}}, 'volume': 50, 'time': 35, 'rate': 150, 'height': 2, 'slow_retract': True, 'touch_tip': False, 'air_gap': True, 'pre_mix': (3, 100), 'reuse_tip': True, 'slow_travel': True, 'blow_out': False}]}}, {'sample': 'sample18', 'start': nan, 'task': 'anneal', 'id': 'anneal-c777e946-83de-4931-9ab2-70b490a2b012', 'precedent': None, 'details': {'temperature': 150, 'duration': 1800, 'hotplate': None}}, {'sample': 'sample18', 'start': nan, 'task': 'rest', 'id': 'rest-ca7c68b6-11b4-4fd2-8d77-4e0922e013b3', 'precedent': None, 'details': {'type': 'rest', 'duration': 60}}, {'sample': 'sample18', 'start': nan, 'task': 'characterize', 'id': 'characterize-4c8a52c4-733d-4cf4-b75c-a54953150d86', 'precedent': None}]","[{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}]",102,MA_Sn0.5940_Pb0.3960_Bi0.0100_I3,DMF4_DMSO1,1.2,-5,2,100,,Chlorobenzene,1,35,2,150,150,1800,,rest,60
19,sample19,Tray1,D5,"[{'sample': 'sample19', 'start': nan, 'task': 'spincoat', 'id': 'spincoat-ea1feb51-4dad-40f8-9fa3-f40a4065cd6e', 'precedent': None, 'details': {'steps': [{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}], 'start_times': [5, 15.0], 'duration': 102, 'drops': [{'solution': {'solutes': 'MA_Sn0.5880_Pb0.3920_Bi0.0100_Ag0.0100_I3', 'molarity': 1.2, 'solvent': 'DMF4_DMSO1', 'well': {'labware': None, 'well': None}}, 'volume': 20, 'time': -5, 'rate': 100, 'height': 2, 'slow_retract': True, 'touch_tip': True, 'air_gap': True, 'pre_mix': (3, 50), 'reuse_tip': False, 'slow_travel': False, 'blow_out': False}, {'solution': {'solutes': '', 'molarity': 1, 'solvent': 'Chlorobenzene', 'well': {'labware': None, 'well': None}}, 'volume': 50, 'time': 35, 'rate': 150, 'height': 2, 'slow_retract': True, 'touch_tip': False, 'air_gap': True, 'pre_mix': (3, 100), 'reuse_tip': True, 'slow_travel': True, 'blow_out': False}]}}, {'sample': 'sample19', 'start': nan, 'task': 'anneal', 'id': 'anneal-2ee97940-4a57-42cb-ba37-86e76ce9fb82', 'precedent': None, 'details': {'temperature': 150, 'duration': 1800, 'hotplate': None}}, {'sample': 'sample19', 'start': nan, 'task': 'rest', 'id': 'rest-823ada2e-5b68-4ca0-849a-2a3a9ebdccf0', 'precedent': None, 'details': {'type': 'rest', 'duration': 60}}, {'sample': 'sample19', 'start': nan, 'task': 'characterize', 'id': 'characterize-3fc01122-bd36-4aec-a379-7dc63e7cedbc', 'precedent': None}]","[{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}]",102,MA_Sn0.5880_Pb0.3920_Bi0.0100_Ag0.0100_I3,DMF4_DMSO1,1.2,-5,2,100,,Chlorobenzene,1,35,2,150,150,1800,,rest,60
20,sample20,Tray1,E1,"[{'sample': 'sample20', 'start': nan, 'task': 'spincoat', 'id': 'spincoat-c78191b7-7e3c-48ff-b47b-a5abfc3c11f5', 'precedent': None, 'details': {'steps': [{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}], 'start_times': [5, 15.0], 'duration': 102, 'drops': [{'solution': {'solutes': 'MA_Sn0.5700_Pb0.3800_Bi0.0500_I3', 'molarity': 1.2, 'solvent': 'DMF4_DMSO1', 'well': {'labware': None, 'well': None}}, 'volume': 20, 'time': -5, 'rate': 100, 'height': 2, 'slow_retract': True, 'touch_tip': True, 'air_gap': True, 'pre_mix': (3, 50), 'reuse_tip': False, 'slow_travel': False, 'blow_out': False}, {'solution': {'solutes': '', 'molarity': 1, 'solvent': 'Chlorobenzene', 'well': {'labware': None, 'well': None}}, 'volume': 50, 'time': 35, 'rate': 150, 'height': 2, 'slow_retract': True, 'touch_tip': False, 'air_gap': True, 'pre_mix': (3, 100), 'reuse_tip': True, 'slow_travel': True, 'blow_out': False}]}}, {'sample': 'sample20', 'start': nan, 'task': 'anneal', 'id': 'anneal-97b471b1-f917-4979-88c9-3eef95c21178', 'precedent': None, 'details': {'temperature': 150, 'duration': 1800, 'hotplate': None}}, {'sample': 'sample20', 'start': nan, 'task': 'rest', 'id': 'rest-35c69261-5c07-44d9-b0b0-bc468f7fe73e', 'precedent': None, 'details': {'type': 'rest', 'duration': 60}}, {'sample': 'sample20', 'start': nan, 'task': 'characterize', 'id': 'characterize-0bc86eca-ca05-41f2-9279-2a069f692952', 'precedent': None}]","[{'rpm': 1000.0, 'acceleration': 500.0, 'duration': 10.0}, {'rpm': 3000.0, 'acceleration': 1000.0, 'duration': 30.0}]",102,MA_Sn0.5700_Pb0.3800_Bi0.0500_I3,DMF4_DMSO1,1.2,-5,2,100,,Chlorobenzene,1,35,2,150,150,1800,,rest,60
